"site","T","Y","X","treat","ID","TAG","fallStatus","fallc1","fallc2","fallch","fallstem","fallnotes","earlySpringStatus","Spring1.Notes","date","status","c1","c2","ch","stem_d1","canopy","notes","herbivory"
"M","4","95","-0.5","control","730","730","3","2","2","6","","","0","no lvs","41782","0","","","","","","left tag",""
"M","4","95","0.5","remove","731","731","1","3","1","5","","","0","dry gray","41782","0","","","","","","left tag",""
"G","3","5","-0.5","control","732","732","1","3","2","5","","","1","","41781","1","4","3","5","1.7","","",""
"G","3","15","-0.5","control","734","734","1","2","1","3","","","0","dry gray","41781","0","","","","","","",""
"G","3","25","-0.5","remove","736","736","1","2","2","4","","","1","","41781","1","3","3","5","1.8","","",""
"G","3","35","-0.5","control","738","738","1","3","2","5","","","1","","41781","1","4","2","3","2.2","","",""
"G","3","45","-0.5","control","740","740","1","2","2","4","","","0","dry curled up lvs","41781","0","","","","","","",""
"G","3","45","0.5","remove","741","741","1","3","2","4","","","0","dry gray","41781","3","","","","","","probably dead",""
"G","3","55","-0.5","control","742","742","1","3","3","5","","","1","resprouting","41781","1","3","1","5","1.6","","resprouting, browsed","1"
"G","3","55","0.5","remove","743","743","1","2","3","6","","","1","resprouting","41781","1","2","1","3","1.5","","resprouting ",""
"G","3","65","0.5","control","745","745","1","4","2","6","","","1","","41781","1","5","3","8","2","","",""
"G","3","75","-0.5","control","746","746","1","2","1","4","","","1","","41781","1","3","2","4","1.6","","",""
"G","3","75","0.5","remove","747","747","1","3","2","6","","","1","","41781","1","3","2","6","2.2","","",""
"G","3","85","-0.5","remove","748","748","1","2","1","4","","","0","dry no lvs","41781","3","","","","","","",""
"G","3","85","0.5","control","749","749","1","1","1","4","","","1","","41781","1","1","1","4","1.7","","",""
"G","3","95","-0.5","control","750","750","3","1","1","4","","","0","dry gray","41781","0","","","","","","",""
"G","3","95","0.5","remove","751","751","3","1","1","2","","","0","browsed","41781","3","","","","","","",""
"H","3","5","-0.5","control","752","752","1","4","3","5","","","1","","41781","1","4","2","6","2.1","","",""
"H","3","5","0.5","remove","753","753","1","1","1","2","","Eaten","1","healthy! ","41781","1","5","4","5","2.4","","",""
"H","3","35","-0.5","control","758","758","1","3","2","4","","","0","dry gray","41781","1","1","1","4","1.5","","barely alive",""
"H","3","35","0.5","remove","759","555","1","","","","","Eaten","1","resprouting back to life, changed tag to 555","41781","1","2","2","3","2.1","","",""
"H","3","45","0.5","control","761","761","1","3","3","7","","","1","","41781","1","4","3","7","2.5","","",""
"H","3","55","-0.5","remove","762","762","1","1","1","3","","","1","","41781","1","2","2","4","2","","",""
"H","3","65","-0.5","remove","764","764","1","2","1","4","","","0","dry gray","41781","0","","","","","","",""
"H","3","65","0.5","control","765","765","1","4","3","5","","","1","","41781","1","4","3","6","2","","",""
"H","3","85","-0.5","control","768","768","1","3","2","6","","","1","","41781","1","3","3","6","1.5","","",""
"H","3","85","0.5","remove","769","769","1","3","2","7","","","1","","41781","1","5","3","8","2.6","","",""
"H","3","95","-0.5","control","770","770","3","1","3","4","","","0","","41781","0","","","","","","",""
"H","3","95","0.5","remove","771","771","3","1","1","4","","Eaten","0","new seedling coming up from base of old plant! ","41781","0","","","","","","",""
"H","3","95","0.5","remove","1087","771","","","","","","","1","","41781","1","","","","","","one leaf seedling still alive",""
"L","5","5","0.5","remove","773","773","1","2","2","5","","","0","dry gray","41780","0","","","","","","",""
"L","5","15","0.5","control","775","775","1","2","1","6","","","1","","41780","1","2","1","7","1.6","","",""
"L","5","25","-0.5","control","776","776","1","3","2","5","","","1","","41780","1","3","3","5","1.9","","",""
"L","5","25","0.5","remove","777","777","1","3","2","6","","","1","","41780","1","5","4","7","2.2","","",""
"L","5","35","-0.5","remove","778","778","1","1","1","4","","","1","","41780","1","4","2","5","1.9","","",""
"L","5","35","0.5","control","779","779","1","3","2","5","","","1","","41780","1","3","4","6","2.7","","",""
"L","5","45","-0.5","remove","780","780","1","1","1","4","","","1","","41780","1","3","2","6","1.9","","",""
"L","5","45","0.5","control","781","781","1","3","2","5","","","1","","41780","1","5","4","5","2.1","","",""
"L","5","55","-0.5","control","782","782","1","3","4","6","","","1","","41780","1","5","3","6","3","","",""
"L","5","55","0.5","remove","783","783","1","4","3","6","","","1","","41780","1","5","4","6","2.3","","",""
"L","5","65","-0.5","remove","784","784","1","2","2","4","","","1","","41780","1","5","3","6","2.4","","",""
"L","5","65","0.5","control","785","785","1","3","3","5","","","1","","41780","1","3","3","5","1.7","","",""
"L","5","75","-0.5","control","786","786","1","3","2","7","","","1","","41780","1","3","3","8","1.9","","",""
"L","5","75","0.5","remove","787","787","1","3","2","6","","","1","","41780","1","6","5","7","2.5","","",""
"L","5","85","-0.5","remove","788","788","1","2","2","4","","","1","","41780","1","4","3","6","1.9","","",""
"L","5","85","0.5","control","789","789","1","4","3","4","","","1","","41780","1","4","4","7","2.2","","",""
"L","5","95","-0.5","remove","790","790","1","1","1","4","","","0","dry no lvs","41780","0","","","","","","",""
"L","5","95","0.5","control","791","791","1","3","3","4","","","1","","41780","1","4","3","6","2.1","","",""
"C","3","25","-0.5","remove","796","796","1","1","1","3","","","0","dry no lvs","41780","0","","","","","","",""
"C","3","35","0.5","control","799","799","1","2","3","5","","","0","dry gray","41780","3","","","","","","probably dead",""
"C","3","45","0.5","control","801","801","1","2","2","4","","","1","","41780","1","2","3","5","2.2","","",""
"C","3","55","-0.5","control","802","802","3","1","1","3","","","0","no lvs","41780","0","","","","","","",""
"C","3","55","0.5","remove","803","803","1","2","1","4","","","1","","41780","1","5","3","6","2.5","","",""
"C","3","65","-0.5","remove","804","804","1","3","3","2","","","0","","41780","0","","","","","","no lvs",""
"C","3","65","0.5","control","805","805","1","4","3","5","","","0","no lvs","41780","1","4","4","6","2.9","","",""
"C","3","75","-0.5","control","806","806","1","4","2","4","","","1","","41780","1","5","3","3","2","","",""
"C","3","75","0.5","remove","807","807","1","2","1","6","","","1","","41780","1","6","3","8","2.8","","",""
"C","3","84","-0.5","remove","808","808","1","2","1","5","","","0","no lvs","41780","0","","","","","","",""
"C","3","95","0.5","remove","811","811","1","3","3","8","","","1","healthy! ","41780","1","7","5","8","3.1","","",""
"I","4","25","-0.5","control","816","816","3","1","1","3","","","0","no lvs","41779","0","","","","","","",""
"I","4","45","-0.5","control","820","820","1","3","2","7","","","0","","41779","3","","","","","","",""
"I","4","45","0.5","remove","821","821","1","2","2","6","","","0","","41779","0","","","","","","",""
"I","4","55","-0.5","control","822","822","1","3","1","6","","drying out","0","dry","41779","3","","","","","","",""
"I","4","55","0.5","remove","823","823","1","2","2","5","","","0","dry no lvs","41779","3","","","","","","",""
"I","4","74","0.5","control","827","827","3","1","3","4","","","0","","41779","0","","","","","","",""
"I","4","85","0.5","control","829","829","3","2","1","4","","","0","","41779","0","","","","","","",""
"B","1","3.6","0","","832","107","1","3","2","4","","","1","","41778","1","4","5","6","2.5","","Transect correction, assuming same plant as fall 2013",""
"B","2","11.2","-0.7","","833","109","1","3","3","4","","","1","yellow tipped lvs. ","41778","1","4","3","4","1.9","","assuming the same plant as in fall 2013",""
"B","2","63.6","0.2","control","834","114","1","1","1","3","","","1","","41778","1","2","2","3","1.9","","",""
"I","1","99","0.1","remove","836","190","1","3","3","3","","","1","","41779","1","7","7","6","3.7","","",""
"I","1","88.3","0","control","837","195","1","5","5","9","","","1","","41779","1","6","5","10","3.1","","",""
"C","1","6.2","-0.5","control","838","1","1","1","1","2","","","0","dry gray","41780","3","","","","","","",""
"C","1","6.2","-2","remove","839","2","1","3","2","4","","","1","healthy! ","41780","1","6","5","7","3","","",""
"C","1","9.8","-1","control","840","9","1","3","1","3","","","1","","41780","1","3","2","3","2.1","","",""
"C","1","57.6","2.5","remove","841","18","1","2","2","3","","","1","","41780","1","4","3","4","2.4","","",""
"C","1","75.8","2","control","842","24","1","3","4","7","","","1","","41780","1","5","5","7","3","","",""
"C","1","84.1","2.5","","843","28","1","2","2","3","","","1","no trtment","41780","1","3","3","4","2","","assuming the same plant as in fall 2013",""
"H","5","76.4","-1","remove","844","257","1","2","1","6","","","0","dry gray","41781","0","","","","","","left tag",""
"H","1","42","-2.7","remove","845","232","1","2","2","3","","chewed on","3","browsed but still flxble","41780","0","","","","","","left tag",""
"H","1","47.1","-0.5","remove","846","235","3","1","1","3","","","0","gone","41780","0","","","","","","left tag",""
"H","1","61.3","-1.5","remove","847","237","1","2","2","5","","chewed on","0","dry no lvs","41780","0","","","","","","left tag",""
"H","1","65","-1","control","848","242","1","3","3","8","","","3","browsed but still flxble","41780","0","","","","","","left tag",""
"G","4","83","-3.3","control","849","69","1","5","3","6","","","1","browsed one leaf left","41781","1","1","1","3","2.9","","",""
"G","4","73","1.1","control","850","71","1","6","6","8","","","1","","41781","1","7","7","8","3.2","","",""
"G","4","49.1","-0.2","remove","852","73","1","5","4","7","","","1","","41781","1","6","5","8","3.4","","",""
"G","4","5.4","2.7","control","853","74","1","3","5","6","","","1","","41781","1","5","5","6","","","",""
"G","4","15.4","-2.2","control","854","77","1","4","3","8","","stepped on","1","good","41781","1","5","3","6","2.8","","",""
"M","4","23","0","","860","76","1","3","2","6","2.5","41774","3","browsed","41782","0","","","","","","left tag",""
"M","4","53","0","","866","100","1","3","3","5","2.5","41774","1","resprouting ","41782","1","2","1","3","2.6","","",""
"A","2","64.3","-1.2","","1055","98","","","","","","","","","41779","1","1","1","2","0.9","","2 neighbors nearby w/in 10 cm",""
"A","2","55.1","3","","1056","106","","","","","","","","","41779","1","2","2","3","2.3","","resprouting",""
"K","3","10","-1","","1057","508","","","","","","","","","41779","1","2","2","4","1.4","","",""
"I","1","87.3","2","","1058","656","","","","","","","","","41779","1","3","3","4","1.8","","",""
"B","2","7.9","0.5","","1059","663","","","","","","","","","41779","1","5","5","5","2.4","","",""
"B","2","19.8","-0.1","","1060","500","","","","","","","","","41779","1","2","2","4","1.5","","",""
"B","2","75.3","2","","1061","671","","","","","","","","","41779","1","5","4","8","2.5","","",""
"C","1","45.5","0.6","","1062","496","","","","","","","","","41780","1","3","3","7","3.1","","",""
"C","1","58.2","1","","1063","829","","","","","","","","","41780","1","4","2","9","1.7","","",""
"C","1","60.6","1","","1064","659","","","","","","","","","41780","1","5","4","6","2.2","","has a gall",""
"C","1","61.9","1.2","","1065","827","","","","","","","","","41780","1","6","4","10","3.3","","",""
"C","1","33.1","-5","","1066","650","","","","","","","","","41780","1","4","2","6","2.8","","",""
"C","1","78.4","-1","","1067","838","","","","","","","","","41780","1","6","4","7","3.3","","",""
"C","1","87.5","2","","1068","629","","","","","","","","","41780","1","4","2","7","2","","",""
"C","4","82","1.5","","1069","511","","","","","","","","","41780","1","47","30","39","27.4","9","replaces dead class 2's on T2",""
"C","4","38.2","0.2","","1070","821","","","","","","","","","41780","1","49","25","41","31.6","11","replaces dead class 2's on T2",""
"C","4","27.2","-0.3","","1071","510","","","","","","","","","41780","1","24","14","36","4.7","2","replaces dead class 2's on T2",""
"C","4","12","-0.2","","1072","668","","","","","","","","","41780","1","65","32","39","32.9","13","replaces dead class 2's on T2",""
"L","3","0.9","-0.3","","1073","20","","","","","","","","","41780","1","2","2","6","1.6","","",""
"L","3","4.9","2.5","","1074","23","","","","","","","","","41780","1","4","2","6","2.6","","",""
"L","3","20.6","0.4","","1075","836","","","","","","","","","41780","1","3","2","4","1.7","","",""
"L","3","29.6","0.2","","1076","606","","","","","","","","","41780","1","3","2","6","2","","",""
"L","3","60.7","-0.8","","1077","6","","","","","","","","","41780","1","3","2","6","2","","",""
"L","3","53.2","1","","1078","10","","","","","","","","","41780","1","3","2","6","1.8","","",""
"L","3","30.9","3","","1079","14","","","","","","","","","41780","1","4","3","7","2.6","","",""
"H","1","7.1","-5","","1080","655","","","","","","","","","41780","1","3","4","6","2.4","","",""
"H","1","13.2","-3","","1081","475","","","","","","","","","41780","1","5","5","9","3.1","","",""
"H","1","21.2","0.1","","1082","773","","","","","","","","","41780","1","3","2","5","2.1","","",""
"H","1","53.3","1.5","","1083","790","","","","","","","","","41780","1","4","3","7","2.5","","",""
"H","1","53.8","0.1","","1084","505","","","","","","","","","41780","1","4","2","5","2.3","","",""
"H","1","61.9","2","","1085","720","","","","","","","","","41780","1","4","4","10","3","","",""
"H","1","49.1","-4.6","","1086","774","","","","","","","","","41780","1","3","3","5","2.2","","",""
"H","5","54.4","-0.8","","1088","858","","","","","","","","","41780","1","45","29","41","61.6","5","broken branch on east side",""
"H","5","53","-0.4","","1089","478","","","","","","","","","41780","1","44","12","40","25.1","3","underneath large ATV",""
"G","4","59.8","-0.2","","1090","734","","","","","","","","","41781","1","4","3","4","1.8","","",""
"G","4","18.8","-0.3","","1091","750","","","","","","","","","41781","1","4","4","7","2.4","","",""
"G","4","18.5","-0.5","","1092","740","","","","","","","","","41781","1","3","2","6","2.4","","",""
"G","4","3.9","-1.5","","1093","545","","","","","","","","","41781","1","3","2","7","1.4","","",""
"J","2","2.4","-2","","1094","585","","","","","","","","","41781","1","5","4","8","2.7","","",""
"J","2","3.4","1","","1095","669","","","","","","","","","41781","1","2","2","8","1.5","","probably the same plant as #261 which was lost in the fall",""
"J","2","12.9","-0.8","","1096","597","","","","","","","","","41781","1","3","2","3","1.9","","in rock crack, seedling tag held with rock, other seedling nearby",""
"J","2","15.8","-2.5","","1097","802","","","","","","","","","41781","1","5","5","10","3.1","","",""
"J","2","33.2","3.8","","1098","770","","","","","","","","","41781","1","2","1","3","1.4","","",""
"J","2","43.2","-5","","1099","808","","","","","","","","","41781","1","5","3","7","2.6","","",""
"J","2","69.8","3","","1100","652","","","","","","","","","41781","1","3","2","4","2","","",""
"J","2","89.5","-0.4","","1101","276","","","","","","","","","41781","1","5","3","9","3.3","","has a gall",""
"J","3","62.9","-0.9","","1102","764","","","","","","","","","41781","1","31","19","41","19","2","",""
"M","2","47.8","-0.5","","1103","411","","","","","","","","","41782","1","1","1","1","","","this is a new seedling coming up where old plant #411 was ",""
"M","2","0.8","-7.2","","1104","735","","","","","","","","","41782","1","3","2","4","2","","",""
"M","2","16.1","1.9","","1105","862","","","","","","","","","41782","1","3","2","8","2.7","","",""
"M","2","15.5","6.8","","1106","414","","","","","","","","","41782","1","5","4","8","2.9","","",""
"M","2","21.7","2.8","","1107","695","","","","","","","","","41782","1","1","1","6","1","","",""
"M","2","45.8","-2.6","","1108","404","","","","","","","","","41782","1","4","2","5","2","","",""
"M","2","92.1","-6","","1109","361","","","","","","","","","41782","1","2","2","7","2.2","","",""
"M","3","87","-0.2","","1110","611","","","","","","","","","41782","1","25","19","41","16.4","3","",""
"H","6","12.4","0.2","","1111","916","","","","","","","","","41791","1","4","3","8","2","","added to replace dead ATPs ",""
"H","6","24.9","16.5","","1112","917","","","","","","","","","41791","1","1","1","2","1.1","","added to replace dead ATPs ",""
"H","6","31.7","4.5","","1113","918","","","","","","","","","41791","1","4","2","11","2.5","","added to replace dead ATPs ",""
"H","6","55.8","9.3","","1114","919","","","","","","","","","41791","1","4","4","7","2.2","","added to replace dead ATPs ",""
"H","6","105","14.5","","1115","920","","","","","","","","","41791","1","4","3","8","2.8","","added to replace dead ATPs ",""
"H","6","103","14.5","","1116","921","","","","","","","","","41791","1","2","5","6","1.8","","added to replace dead ATPs ",""
"H","5","91","3.5","","1117","249","","","","","","","","","41791","1","5","4","7","2.5","","added to replace dead ATPs ",""
"J","4","13","0","","898","115","1","1","2","3","0.9","41774","1","wilted","41781","3","","","","","","left tag",""
"H","3","3","0","","916","117","1","3","2","4","1.2","41774","1","","41781","1","3","3","4","1.6","","",""
"M","4","3","0","","856","234","1","4","3","4","1.5","41774","1","browsed","41782","3","","","","","","",""
"G","3","11","0","","877","236","1","3","1","6","1.2","41774","1","","41781","1","4","4","6","2.2","","",""
"M","4","33","0","","862","243","1","3","1","5","1.2","41774","1","browsed","41782","1","1","2","4","1.4","","",""
"J","4","11","0","","897","245","1","2","1","5","1.2","41774","1","","41781","1","3","2","6","1.4","","",""
"M","4","41","0","","863","261","1","5","2","8","2.4","41774","1","","41782","1","5","2","9","3","","",""
"H","3","21","0","","919","280","1","3","3","7","2.4","41774","0","dry gray","41781","0","","","","","","left tag",""
"H","3","54","0","","926","290","1","5","4","7","3.5","41774","1","","41781","1","6","5","7","3.8","","",""
"C","3","3","0","","956","292","1","4","2","6","1.7","41775","1","","41780","1","5","3","5","2.8","","",""
"M","4","21","0","","859","351","1","5","3","4","2","41774","1","browsed","41782","1","2","1","2","2.1","","",""
"M","4","13","0","","858","353","1","5","4","6","2","41774","1","","41782","1","5","4","6","2.9","","",""
"M","4","43","0","","864","364","1","6","3","6","2.8","41774","1","","41782","1","5","4","6","3.2","","",""
"L","5","13","0","","938","408","1","3","3","5","2.6","41775","1","","41780","1","3","4","4","2.7","","",""
"C","3","11","0","","957","430","1","2","5","5","2.5","41775","1","under shrub","41780","1","5","4","6","3.5","","",""
"G","3","63","0","","888","434","1","4","2","6","2","41774","1","","41781","1","4","4","5","2.7","","",""
"G","3","81","0","","891","450","1","4","3","9","2.4","41774","1","","41781","1","4","5","6","2.7","","",""
"L","5","51","0","","945","451","1","1","1","2","1","41775","1","","41780","1","1","1","2","1.2","","",""
"M","4","71","0","","869","452","1","1","3","6","1.6","41774","1","","41782","1","4","3","6","2.3","","",""
"M","4","63","0","","868","453","1","2","1","3","1.3","41774","0","browse","41782","0","","","","","","left tag",""
"G","3","91","0","","893","454","1","4","2","6","1.7","41774","1","","41781","1","5","4","5","3.2","","lots of galls",""
"C","3","93","0","","974","455","1","3","4","6","2.4","41775","1","","41780","1","5","6","6","3.3","","",""
"C","3","91","0","","973","457","1","5","1","6","2.6","41775","1","","41780","1","6","3","6","3.4","","",""
"J","4","3","0","","896","458","1","3","3","6","2","41774","1","","41781","1","5","4","6","2.8","","",""
"H","3","91","4","","933","459","1","3","1","5","1.4","41774","1","","41781","1","4","2","4","2.3","","",""
"I","4","63","0","","988","461","1","3","4","7","2.6","","1","","41779","1","6","4","7","2.8","","",""
"C","3","53","0","","965","462","1","3","2","6","1.5","41775","1","","41780","1","4","3","6","1.5","","",""
"J","4","83","0","","912","464","1","2","2","6","2","41774","1","","41781","1","3","3","6","2.7","","",""
"H","3","63","1","","928","465","1","4","3","6","2.5","41774","0","dry no lvs","41781","3","","","","","","might have been browsed","1"
"A","3","61","0","","1007","468","1","5","2","5","2.6","","1","","41779","1","3","2","6","2.7","","",""
"J","4","43","0","","904","469","1","3","1","5","1.8","41774","1","browsed ","41781","3","","","","","","left tag",""
"A","3","71","0","","1009","470","1","3","3","6","2.2","","1","","41779","1","4","3","7","2.4","","",""
"H","3","43","0","","924","471","1","5","4","9","3.5","41774","0","dry gray","41781","3","","","","","","",""
"C","3","23","0","","960","472","1","3","1","5","2.2","41775","0","dry gray","41780","3","","","","","","dry gray",""
"H","3","13","0","","918","473","1","1","2","3","0.7","41774","0","dry gray","41781","0","","","","","","left tag",""
"H","3","73","2","","930","474","1","3","2","5","1.2","41774","1","","41781","1","5","3","6","3.1","","",""
"L","5","33","0","","942","475","1","2","1","6","2.1","41775","0","dry gray","41780","0","","","","","","",""
"J","4","61","0","","907","477","1","1","1","4","0.6","41774","1","","41781","1","2","2","4","1.5","","",""
"L","5","3","0","","936","478","1","1","1","6","1.5","41775","0","dry gray","41780","0","","","","","","",""
"A","3","23","0","","1000","480","1","2","1","3","1.8","","1","","41779","1","3","2","4","1.7","","",""
"H","3","93","4","","934","481","1","2","1","6","1.5","41774","1","","41781","1","4","3","7","2.1","","",""
"A","3","1","0","","995","483","1","3","2","5","1.7","","1","","41779","1","4","3","6","2.1","","",""
"I","4","93","0","","994","484","1","1","2","4","1.3","","1","","41779","1","4","4","5","2.4","","",""
"C","3","71","0","","969","485","1","1","2","4","1.2","41775","1","","41780","1","3","2","5","1.6","","",""
"G","3","61","0","","887","486","1","3","3","5","2.7","41774","1","","41781","1","5","4","6","3.6","","",""
"H","3","1","0","","915","488","1","4","2","7","2.7","41774","1","","41781","1","5","3","5","3.2","","",""
"I","4","91","0","","993","489","1","4","2","5","1.9","","1","","41779","1","5","4","6","2","","",""
"J","4","73","0","","910","493","1","2","3","4","2.4","41774","1","","41781","1","4","4","4","3.3","","",""
"H","3","11","0","","917","494","1","1","2","4","1","41774","0","dry gray","41781","1","3","2","2","1.5","","resprouting from base",""
"J","4","63","0","","908","495","1","3","2","5","1","41774","1","","41781","1","5","3","4","2.5","","",""
"I","4","23","0","","980","498","1","3","2","3","2.3","","1","","41779","1","3","3","4","3.1","","",""
"J","4","53","0","","906","499","1","2","1","3","1.6","41774","1","","41781","1","3","2","4","2.2","","",""
"A","3","43","0","","1004","501","1","1","3","5","1.8","","1","","41779","1","4","3","6","2.4","","",""
"H","3","23","0","","920","502","1","3","5","7","2.5","41774","1","","41781","1","6","4","8","3.4","","",""
"I","4","61","0","","987","504","1","4","2","6","2.3","","1","","41779","1","5","3","7","2.8","","",""
"A","3","3","0","","996","506","1","3","2","4","2","","1","","41779","1","5","4","4","3","","",""
"C","3","81","0","","971","507","1","2","2","5","1.4","41775","1","","41780","1","4","3","5","2.3","","",""
"C","3","54","0","","966","518","1","3","2","8","2.4","41775","1","removal nearby","41780","1","4","5","7","3.2","","",""
"I","4","73","0","","990","523","1","1","1","3","1","","1","","41779","1","3","2","3","1.5","","",""
"A","3","73","0","","1010","526","1","3","2","4","1.4","","1","dry","41779","1","5","3","5","2.4","","",""
"C","3","1","0","","955","531","1","2","2","5","1.6","41775","1","","41780","1","3","2","5","1.7","","",""
"G","3","43","0","","884","535","1","1","2","4","0.9","41774","1","","41781","1","3","3","4","1.9","","",""
"L","5","23","0","","940","537","1","2","3","6","2.1","41775","0","dry gray","41780","3","","","","","","",""
"G","3","73","0","","890","541","1","3","2","4","1","41774","1","","41781","1","4","3","4","2.4","","",""
"I","4","81","0","","991","544","1","1","1","2","0.7","","1","dead on top","41779","1","1","1","2","1.9","","",""
"H","3","70","2","","929","547","1","2","4","4","1.7","41774","1","browsed resprouting","41781","1","2","2","4","2.1","","",""
"M","4","11","0","","857","551","1","1","1","3","0.5","41774","1","","41782","1","2","2","4","1","","",""
"G","3","13","0","","878","552","1","2","1","5","0.7","41774","0","","41781","3","","","","","","",""
"I","4","1","0","","975","555","1","2","1","3","2","41773","0","completely dug-up ","41779","0","","","","","","",""
"G","3","33","0","","882","559","1","5","4","5","2","41774","1","half dry","41781","1","4","4","5","3.1","","",""
"A","3","33","0","","1002","565","1","1","1","3","1.1","","0","dry","41779","3","","","","","","",""
"I","4","83","0","","992","566","1","4","2","6","2.5","","1","","41779","1","5","4","6","3.2","","",""
"G","3","93","0","","894","568","1","2","2","4","1","41774","1","","41781","1","3","3","4","1.7","","",""
"L","5","11","0","","937","570","1","2","2","6","2","41775","1","","41780","1","4","3","6","2.6","","",""
"L","5","93","0","","954","571","1","3","1","7","1.5","41775","1","","41780","1","4","3","6","2.2","","",""
"I","4","21","0","","979","572","1","3","2","5","2.4","","1","","41779","1","5","4","5","4.3","","",""
"J","4","23","0","","900","575","1","2","1","4","1.5","41774","0","dry gray","41781","0","","","","","","left tag",""
"I","4","43","0","","984","576","1","3","1","5","1.5","","1","","41779","1","4","1","4","2","","",""
"L","5","83","0","","952","594","1","3","5","6","2.2","41775","1","","41780","1","6","3","6","3.1","","",""
"A","3","51","0","","1005","595","1","5","2","5","2.4","","1","","41779","1","6","2","6","3.4","","",""
"G","3","31","0","","881","599","1","3","3","4","1.4","41774","1","","41781","1","4","4","7","2.1","","",""
"H","3","83","3","","932","602","1","4","3","9","4","41774","1","","41781","1","2","2","10","3.6","","",""
"H","3","41","0","","923","613","1","5","4","6","2","41774","1","","41781","1","3","3","6","2.7","","",""
"I","4","41","0","","983","615","1","3","1","5","1.5","","1","","41779","1","5","4","7","2.5","","",""
"I","4","51","0","","985","616","1","2","1","4","1.9","","1","","41779","1","3","3","5","2.2","","y change",""
"A","3","41","0","","1003","617","1","2","1","3","2.1","","1","","41779","1","4","4","4","3","","",""
"C","3","31","0","","961","619","1","4","2","5","2.6","41775","1","","41780","1","5","3","6","2.7","","",""
"J","4","21","0","","899","620","1","2","1","4","1.5","41774","1","","41781","1","3","2","5","1.9","","",""
"A","3","63","0","","1008","621","1","4","2","5","2.4","","1","","41779","1","6","4","6","2.7","","",""
"I","4","71","0","","989","622","1","3","2","6","1.5","","1","","41779","1","6","4","9","2.3","","",""
"G","3","23","0","","880","623","1","3","4","6","1.6","41774","1","","41781","1","4","4","7","2.6","","",""
"A","3","13","0","","998","625","1","3","2","4","2.4","","1","","41779","1","4","3","4","2.5","","",""
"I","4","31","0","","981","626","1","3","1","5","1.9","","1","","41779","1","4","2","5","2","","",""
"G","3","71","0","","889","627","1","1","1","5","1.1","41774","1","","41781","1","3","2","6","2.4","","",""
"G","3","51","0","","885","630","1","2","3","5","1.3","41774","1","","41781","1","5","3","6","2.7","","",""
"G","3","3","0","","876","632","1","3","1","3","1.7","41774","1","","41781","1","4","2","4","1.9","","",""
"L","5","21","0","","939","640","1","1","1","3","1.1","41775","0","no lvs","41780","0","","","","","","",""
"L","5","81","0","","951","641","1","3","2","5","2","41775","1","","41780","1","3","3","5","3","","",""
"J","4","91","0","","913","645","1","3","3","6","3.1","41774","1","tag typo ","41781","1","2","2","2","1.6","","",""
"I","4","3","0","","976","650","1","1","2","2","1.2","","0","browsed","41779","0","","","","","","",""
"L","5","43","0","","944","651","1","1","2","4","1.4","41775","1","","41780","1","3","2","4","2.1","","",""
"G","3","53","0","","886","657","1","4","4","5","2.5","41774","1","","41781","1","5","5","5","3.5","","",""
"I","4","53","0","","986","658","1","3","3","7","2.5","","1","","41779","1","4","4","6","3","","y change",""
"A","3","11","0","","997","660","1","4","3","5","2.4","","1","","41779","1","3","3","4","2.5","","",""
"L","5","31","0","","941","662","1","1","1","6","1.2","41775","1","","41780","1","1","1","5","1.5","","",""
"C","3","33","0","","962","666","1","1","2","4","1.9","41775","1","","41780","1","4","3","4","1.9","","",""
"J","4","51","0","","905","674","1","2","2","6","1.3","41774","1","browsed resprouting","41781","1","4","2","1","4.1","","",""
"G","3","21","0","","879","677","1","3","4","6","1.7","41774","1","","41781","1","5","3","6","2.8","","",""
"L","5","41","0","","943","679","1","1","2","5","1.5","41775","1","top dead resprouting ","41780","1","2","2","3","1.9","","",""
"C","3","63","0","","968","680","1","4","3","6","2.1","41775","1","","41780","1","5","4","6","2.8","","",""
"M","4","73","0","","870","681","1","1","2","3","1.3","41774","1","","41782","1","4","3","3","2","","",""
"J","4","31","0","","901","683","1","1","1","3","1.1","41774","1","browsed resprouting","41781","1","2","1","2","1.6","","",""
"M","4","83","0","","872","688","1","4","2","6","1.5","41774","1","","41782","3","","","","","","browsed","1"
"J","4","33","0","","902","689","1","1","2","4","1.6","41774","1","","41781","1","3","2","4","1.9","","",""
"M","4","93","0","","874","690","1","1","3","5","0.5","41774","0","","41782","0","","","","","","browsed, left tag","1"
"G","3","1","0","","875","693","1","4","3","5","1.4","41774","1","","41781","1","6","4","5","2.6","","",""
"I","4","13","0","","978","698","1","2","1","4","1.6","","1","","41779","1","4","4","6","2.4","","",""
"I","4","11","0","","977","707","1","3","2","5","1.6","","1","","41779","1","3","3","7","2","","",""
"A","3","53","0","","1006","711","1","1","1","3","1","","0","dry","41779","3","","","","","","",""
"C","3","73","0","","970","713","1","1","1","3","1","41775","0","dry gray","41780","0","","","","","","",""
"C","3","41","0","","963","720","1","3","1","5","2.4","41775","0","dry gray","41780","0","","","","","","",""
"H","3","31","0","","921","722","1","1","2","3","1.4","41774","0","plant gone","41781","0","","","","","","",""
"M","4","81","0","","871","723","1","2","2","3","2.1","41774","0","","41782","0","","","","","","browsed, left tag","1"
"M","4","1","0","","855","729","1","3","1","5","1.4","41774","1","browsed","41782","1","3","1","3","2.5","","resprouting",""
