"Position","NA.","NA..1","NA..2","NA..3","NA..4","NA..5","Fall.2013","NA..6","NA..7","NA..8","NA..9","NA..10","Spring1","NA..11","Spring2","NA..12","NA..13","NA..14","NA..15","NA..16","NA..17","NA..18","NA..19"
"M","4","87","0.5","remove","529","529","3","3","2","6",NA,NA,"3","browsed no lvs","41782","0",NA,NA,NA,NA,NA,"left tag",NA
"M","4","97","-0.5","control","530","530","1","3","2","7",NA,NA,"3","browsed still flxble ","41782","0",NA,NA,NA,NA,NA,"left tag",NA
"G","3","7","-0.5","control","532","532","1","2","1","3",NA,NA,"1",NA,"41781","1","2","2","3","1.3",NA,NA,NA
"G","3","7","0.5","remove","533","533","1","2","1","5",NA,NA,"1",NA,"41781","1","3","2","5","2",NA,NA,NA
"G","3","17","-0.5","remove","534","534","1","2","2","5",NA,NA,"0","browsed","41781","0",NA,NA,NA,NA,NA,"left tag",NA
"G","3","27","-0.5","control","536","536","1","3","1","5",NA,NA,"1",NA,"41781","1","3","1","5","1.4",NA,NA,NA
"G","3","37","-0.5","remove","538","538","1","3","4","9",NA,NA,"1",NA,"41781","1","7","6","10","3.5",NA,NA,NA
"G","3","37","0.5","control","539","539","1","2","3","4",NA,NA,"1",NA,"41781","1","4","4","4","1.6",NA,NA,NA
"G","3","47","-0.5","remove","540","540","1","3","4","6",NA,NA,"0","browsed","41781","3",NA,NA,NA,NA,NA,NA,NA
"G","3","57","-0.5","control","542","542","1","3","4","6",NA,NA,"1",NA,"41781","1","4","4","7","2.6",NA,NA,NA
"G","3","57","0.5","remove","543","543","1","3","2","4",NA,NA,"1",NA,"41781","1","3","3","4","2.1",NA,NA,NA
"G","3","67","0.5","control","545","545","1","3","3","5",NA,NA,"0","dry gray","41781","0",NA,NA,NA,NA,NA,NA,NA
"G","3","77","-0.5","remove","546","546","3","1","1","4",NA,NA,"0","browsed","41781","0",NA,NA,NA,NA,NA,NA,NA
"G","3","87","-0.5","control","548","548","1","1","2","4",NA,NA,"1",NA,"41781","1","3","3","4","1.6",NA,NA,NA
"G","3","87","0.5","remove","549","549","1","1","1","4",NA,NA,"1",NA,"41781","1","3","3","3","1.7",NA,NA,NA
"H","3","17","0.5","control","554","554","1","2","3","5",NA,NA,"1",NA,"41781","1","3","3","6","2.3",NA,NA,NA
"H","3","27","-0.5","control","556","556","3","2","1","5",NA,NA,"0","dry gray","41781","0",NA,NA,NA,NA,NA,"left tag",NA
"H","3","27","0.5","remove","557","557","3","1","1","1",NA,"Eaten","0","no lvs","41781","0",NA,NA,NA,NA,NA,"browsed, left tag","1"
"H","3","37","-0.5","remove","558","558","1","3","3","4",NA,NA,"1",NA,"41781","1","4","3","5","2.2",NA,NA,NA
"H","3","47","-0.5","remove","560","560","1","2","2","6",NA,NA,"1",NA,"41781","1","5","4","5","2.7",NA,NA,NA
"H","3","47","0.5","control","561","561","1","4","3","5",NA,NA,"1",NA,"41781","1","4","2","5","1.8",NA,NA,NA
"H","3","57","-0.5","remove","562","562","1","3","3","5",NA,NA,"1",NA,"41781","1","4","4","6","3.1",NA,NA,NA
"H","3","57","0.5","control","563","563","1","2","1","4",NA,NA,"1",NA,"41781","1","3","2","4","2.1",NA,NA,NA
"H","3","67","-0.5","control","564","564","1","4","2","8",NA,NA,"1",NA,"41781","1","3","3","9","2.4",NA,NA,NA
"H","3","77","0.5","control","567","567","3","1","1","4",NA,"Eaten","0","no lvs","41781","3",NA,NA,NA,NA,NA,NA,NA
"H","3","87","0.5","control","569","569","1","1","1","4",NA,NA,"1",NA,"41781","1","3","3","3","2.1",NA,NA,NA
"L","5","7","0.5","remove","573","573","1","3","2","5",NA,NA,"0","dry no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"L","5","17","-0.5","remove","574","574","1","2","1","4",NA,NA,"0",NA,"41780","3",NA,NA,NA,NA,NA,"probably dead",NA
"L","5","27","0.5","remove","577","577","1","4","3","7",NA,NA,"0","dry no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"L","5","37","-0.5","remove","578","578","1","4","2","6",NA,NA,"1",NA,"41780","1","4","3","6","2.5",NA,NA,NA
"L","5","37","0.5","control","579","579","1","4","2","5",NA,NA,"1",NA,"41780","1","4","3","6","2.1",NA,NA,NA
"L","5","47","-0.5","control","580","580","1","3","3","4",NA,NA,"1",NA,"41780","1","5","3","5","1.7",NA,NA,NA
"L","5","47","0.5","remove","581","581","1","3","2","5",NA,NA,"1",NA,"41780","1","4","4","5","2.3",NA,NA,NA
"L","5","58","-0.5","control","582","582","1","2","2","4",NA,NA,"1",NA,"41780","1","2","3","4","1.8",NA,NA,NA
"L","5","58","0.5","remove","583","583","1","3","3","5",NA,NA,"1",NA,"41780","1","4","5","5","3.1",NA,NA,NA
"L","5","67","-0.5","remove","584","584","1","4","4","8",NA,NA,"1",NA,"41780","1","5","4","8","3",NA,NA,NA
"L","5","67","0.5","control","585","585","1","3","1","7",NA,NA,"0","dry no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"L","5","78","-0.5","remove","586","586","1","3","3","6",NA,NA,"1",NA,"41780","1","6","6","9","3.6",NA,NA,NA
"L","5","78","0.5","control","587","587","3","4","4","6",NA,NA,"0","dry lvs falling off","41780","0",NA,NA,NA,NA,NA,NA,NA
"L","5","87","-0.5","control","588","588","1","2","2","6",NA,NA,"0","dry gray","41780","0",NA,NA,NA,NA,NA,NA,NA
"L","5","87","0.5","remove","589","589","1","3","2","6",NA,NA,"0","dry gray","41780","0",NA,NA,NA,NA,NA,NA,NA
"L","5","97","-0.5","control","590","590","1","3","3","5",NA,NA,"1",NA,"41780","1","4","3","5","2",NA,NA,NA
"L","5","97","0.5","remove","591","591","1","2","2","4",NA,NA,"1",NA,"41780","1","4","3","4","2.4",NA,NA,NA
"C","3","7","0.5","remove","592","592","1","3","2","4",NA,NA,"1","removal ineffective","41780","1","4","4","6","2.4",NA,"note change in x coordinate",NA
"C","3","7","-0.5","control","593","593","3","2","1","6",NA,NA,"0","dry no lvs","41780","0",NA,NA,NA,NA,NA,"note change in x coordinate",NA
"C","3","27","-0.5","remove","596","596","1","2","2","4",NA,NA,"1",NA,"41780","1","5","3","7","2.9",NA,NA,NA
"C","3","27","0.5","control","597","597","1","2","1","4",NA,NA,"0","dry no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"C","3","37","-0.5","control","598","598","1","3","3","5",NA,NA,"1",NA,"41780","1","3","3","5","2.4",NA,NA,NA
"C","3","49","-0.5","control","600","600","1","4","3","5",NA,NA,"1",NA,"41780","1","4","4","6","2.8",NA,NA,NA
"C","3","49","0.5","remove","601","601","1","4","3","5",NA,NA,"1",NA,"41780","1","6","6","5","4.5",NA,NA,NA
"C","3","56","0.5","remove","603","603","1","3","3","5",NA,NA,"1",NA,"41780","1","6","5","7","4.1",NA,NA,NA
"C","3","67","-0.5","remove","604","604","1","3","2","6",NA,NA,"1",NA,"41780","1","5","3","4","3.1",NA,NA,NA
"C","3","67","0.5","control","605","605","1","2","1","4",NA,NA,"1",NA,"41780","1","4","2","5","2",NA,NA,NA
"C","3","77","-0.5","control","606","606","1","4","2","3",NA,NA,"0","no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"C","3","87","-0.5","control","608","608","1","1","1","3",NA,NA,"0","no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"C","3","87","0.5","remove","609","609","1","1","1","3",NA,NA,"0","no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"C","3","97","-0.5","control","610","610","1","2","3","5",NA,NA,"1","healthy! ","41780","1","4","4","8","2.4",NA,NA,NA
"C","3","97","0.5","remove","611","611","1","3","1","3",NA,NA,"0","no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"I","4","37","-0.5","remove","618","618","1","3","1","5",NA,NA,"1",NA,"41779","1","4","2","6","2.4",NA,NA,NA
"I","4","67","-0.5","remove","624","624","3","1","1","8",NA,NA,"0",NA,"41779","0",NA,NA,NA,NA,NA,NA,NA
"I","4","87","-0.5","control","628","628","1","2","1","4",NA,NA,"1",NA,"41779","1","1","1","3","1.8",NA,"resprouting",NA
"I","4","87","0.5","remove","629","629","3","1","1","1",NA,"no leaves","0",NA,"41779","0",NA,NA,NA,NA,NA,NA,NA
"J","4","5","0.5","control","633","633","1","3","2","4",NA,NA,"1",NA,"41781","1","4","3","4","1.6",NA,NA,NA
"J","4","15","-0.5","remove","634","634","0",NA,NA,NA,NA,"LT","0","no lvs","41781","0",NA,NA,NA,NA,NA,NA,NA
"J","4","15","0.5","control","635","635","1","3","2","5",NA,NA,"1",NA,"41781","1","4","2","5","2.1",NA,NA,NA
"J","4","25","-0.5","remove","636","636","1","3","2","6",NA,NA,"1",NA,"41781","1","3","2","6","2.2",NA,NA,NA
"J","4","25","0.5","control","637","637","1","2","1","5",NA,NA,"1",NA,"41781","1","3","1","4","1.7",NA,NA,NA
"J","4","35","-0.5","control","638","638","1","3","3","5",NA,NA,"1",NA,"41781","1","4","2","4","2.2",NA,NA,NA
"J","4","35","0.5","remove","639","639","0",NA,NA,NA,NA,"Eaten","0","no lvs","41781","0",NA,NA,NA,NA,NA,NA,NA
"J","4","55","-0.5","remove","642","642","0",NA,NA,NA,NA,"Eaten","0",NA,"41781","0",NA,NA,NA,NA,NA,"left tag",NA
"J","4","55","0.5","control","643","643","1","3","3","6",NA,NA,"1",NA,"41781","1","3","2","5","1.8",NA,NA,NA
"J","4","65","-0.5","control","644","644","1","2","2","4",NA,NA,"1",NA,"41781","1","2","1","5","1.5",NA,NA,NA
"J","4","75","-0.5","remove","646","735","0",NA,NA,NA,NA,"Eaten","0","change tag","41781","0",NA,NA,NA,NA,NA,"no leaves",NA
"J","4","75","0.5","control","647","647","1","1","1","3",NA,NA,"1",NA,"41781","1","1","1","3","1.5",NA,NA,NA
"J","4","85","-0.5","remove","648","648","1","3","2","3",NA,NA,"1",NA,"41781","1","3","3","3","2.1",NA,NA,NA
"J","4","85","0.5","control","649","649","1","4","2","5",NA,NA,"1",NA,"41781","1","4","2","5","2.4",NA,NA,NA
"B","1","5","-0.5","control","652","652","3","1","1","2",NA,NA,"0",NA,"41778","0",NA,NA,NA,NA,NA,NA,NA
"B","1","15","-0.5","remove","654","654","1","3","2","4",NA,NA,"1",NA,"41778","1","6","6","5","2.4",NA,NA,NA
"B","1","15","0.5","control","655","655","3","1","1","2",NA,NA,"0",NA,"41778","0",NA,NA,NA,NA,NA,NA,NA
"B","1","20","-0.5","remove","656","656","1","2","2","5",NA,NA,"0",NA,"41778","0",NA,NA,NA,NA,NA,NA,NA
"B","1","40","0.5","control","659","659","3","2","2","4",NA,NA,"0",NA,"41778","0",NA,NA,NA,NA,NA,NA,NA
"B","1","55","0.5","control","663","663","3","2","1","5",NA,NA,"0",NA,"41778","0",NA,NA,NA,NA,NA,NA,NA
"B","1","65","-0.5","control","664","664","3","4","2","3",NA,NA,"3","unsure of status","41778","3",NA,NA,NA,NA,NA,"no lvs. ",NA
"B","1","65","0.5","remove","665","665","1","4","4","5",NA,NA,"1",NA,"41778","1","5","6","5","2.5",NA,NA,NA
"B","1","75","0.5","control","667","667","1","2","2","4",NA,NA,"1",NA,"41778","1","3","3","6","1.8",NA,NA,NA
"B","1","85","-0.5","remove","668","668","1","3","2","4",NA,NA,"0",NA,"41778","0",NA,NA,NA,NA,NA,NA,NA
"B","1","85","0.5","control","669","669","3","1","1","2",NA,NA,"0",NA,"41778","0",NA,NA,NA,NA,NA,NA,NA
"B","1","95","-0.5","remove","670","670","1","2","2","5",NA,NA,"1","removal effective","41778","1","4","5","5","2.3",NA,NA,NA
"B","1","95","0.5","control","671","671","1","2","2","4",NA,NA,"0",NA,"41778","0",NA,NA,NA,NA,NA,NA,NA
"K","4","25","-0.5","remove","676","676","0",NA,NA,NA,NA,NA,NA,NA,"41779",NA,NA,NA,NA,NA,NA,"Not there in spring",NA
"K","4","35","-0.5","control","678","678","1","3","2","6",NA,NA,NA,NA,"41779","1","5","4","7","2.3",NA,NA,NA
"K","4","55","-0.5","remove","682","682","1","3","3","5",NA,NA,"1",NA,"41779","1","5","4","7","2.5",NA,NA,NA
"K","4","65","-0.5","control","684","684","1","3","3","7",NA,NA,"1",NA,"41779","1","4","4","8","2.3",NA,NA,NA
"K","4","95","0.5","remove","691","691","1","3","2","4",NA,NA,"1",NA,"41779","1","6","7","5","2.8",NA,NA,NA
"A","3","5","-0.5","control","692","692","1","3","2","3",NA,NA,"1",NA,"41779","1","4","3","5","2.1",NA,NA,NA
"A","3","15","0.5","control","695","695","1","3","1","4",NA,NA,"0",NA,"41779","0",NA,NA,NA,NA,NA,NA,NA
"A","3","25","-0.5","control","696","696","1","3","2","7",NA,NA,"1",NA,"41779","1","4","3","6","2.2",NA,NA,NA
"A","3","25","0.5","remove","697","697","1","4","3","7",NA,NA,"1",NA,"41779","1","3","4","8","1.8",NA,NA,NA
"A","3","35","0.5","remove","699","699","1","2","2","5",NA,NA,"1",NA,"41779","1","6","4","6","2.8",NA,NA,NA
"A","3","45","0.5","control","701","701","1","3","3","5",NA,NA,"1",NA,"41779","1","4","4","6","2.8",NA,NA,NA
"A","3","55","-0.5","remove","702","702","1","3","2","3",NA,NA,"1",NA,"41779","1","4","3","4","2",NA,NA,NA
"A","3","65","-0.5","remove","704","704","1","3","3","6",NA,NA,"1",NA,"41779","1","6","4","7","3",NA,NA,NA
"A","3","65","0.5","control","705","705","1","2","1","4",NA,NA,"1",NA,"41779","1","2","2","4","1.5",NA,NA,NA
"A","3","75","-0.5","remove","706","706","1","2","1","5",NA,NA,"0","herbivory","41779","1","0",NA,NA,NA,NA,NA,NA
"A","3","85","-0.5","remove","708","708","1","3","3","5",NA,NA,"1",NA,"41779","1","7","6","7","3.2",NA,NA,NA
"A","3","85","0.5","control","709","709","1","3","2","4",NA,NA,"0","dry wilted","41779","3",NA,NA,NA,NA,NA,NA,NA
"A","3","95","-0.5","control","710","710","1","2","2","4",NA,NA,"1",NA,"41779","1","3","3","5","2",NA,NA,NA
"M","4","5","-0.5","control","712","712","1","3","3","6",NA,NA,"1",NA,"41782","1","3","1","5","1.8",NA,NA,NA
"M","4","15","-0.5","control","714","714","1","4","3","6",NA,NA,"1",NA,"41782","1","3","2","5","2.8",NA,NA,NA
"M","4","15","0.5","remove","715","715","1",NA,NA,NA,NA,"Eaten","1","browsed resprouting back to life","41782","1","3","2","2","2.3",NA,"resprouting",NA
"M","4","25","-0.5","control","716","716","3","1","1","4",NA,NA,"0","dry no lvs","41782","0",NA,NA,NA,NA,NA,"left tag",NA
"M","4","25","0.5","remove","717","717","0",NA,NA,NA,NA,"Eaten","0","no lvs","41782","0",NA,NA,NA,NA,NA,NA,NA
"M","4","35","-0.5","control","718","718","0",NA,NA,NA,NA,"Eaten","0","no lvs","41782","0",NA,NA,NA,NA,NA,NA,NA
"M","4","35","0.5","remove","719","719","1","3","1","5",NA,NA,"3","browsed still flxble ","41782","0",NA,NA,NA,NA,NA,"left tag",NA
"M","4","45","0.5","remove","721","721","0",NA,NA,NA,NA,"LT","0","browsed","41782","0",NA,NA,NA,NA,NA,NA,NA
"M","4","65","-0.5","remove","724","724","0",NA,NA,NA,NA,"Eaten","0","no lvs","41782","0",NA,NA,NA,NA,NA,NA,NA
"M","4","65","0.5","control","725","725","1","3","2","6",NA,NA,"1","browsed resprouting","41782","1","2","1","4","1.5",NA,NA,NA
"M","4","75","0.5","control","727","727","1","2","2","4",NA,NA,"1","browsed resprouting","41782","1","1","1","2","1.6",NA,NA,NA
"M","4","84","-0.5","control","728","728","3","2","2","5",NA,NA,"0","dry gray","41782","0",NA,NA,NA,NA,NA,"left tag",NA
"M","4","95","-0.5","control","730","730","3","2","2","6",NA,NA,"0","no lvs","41782","0",NA,NA,NA,NA,NA,"left tag",NA
"M","4","95","0.5","remove","731","731","1","3","1","5",NA,NA,"0","dry gray","41782","0",NA,NA,NA,NA,NA,"left tag",NA
"G","3","5","-0.5","control","732","732","1","3","2","5",NA,NA,"1",NA,"41781","1","4","3","5","1.7",NA,NA,NA
"G","3","15","-0.5","control","734","734","1","2","1","3",NA,NA,"0","dry gray","41781","0",NA,NA,NA,NA,NA,NA,NA
"G","3","25","-0.5","remove","736","736","1","2","2","4",NA,NA,"1",NA,"41781","1","3","3","5","1.8",NA,NA,NA
"G","3","35","-0.5","control","738","738","1","3","2","5",NA,NA,"1",NA,"41781","1","4","2","3","2.2",NA,NA,NA
"G","3","45","-0.5","control","740","740","1","2","2","4",NA,NA,"0","dry curled up lvs","41781","0",NA,NA,NA,NA,NA,NA,NA
"G","3","45","0.5","remove","741","741","1","3","2","4",NA,NA,"0","dry gray","41781","3",NA,NA,NA,NA,NA,"probably dead",NA
"G","3","55","-0.5","control","742","742","1","3","3","5",NA,NA,"1","resprouting","41781","1","3","1","5","1.6",NA,"resprouting, browsed","1"
"G","3","55","0.5","remove","743","743","1","2","3","6",NA,NA,"1","resprouting","41781","1","2","1","3","1.5",NA,"resprouting ",NA
"G","3","65","0.5","control","745","745","1","4","2","6",NA,NA,"1",NA,"41781","1","5","3","8","2",NA,NA,NA
"G","3","75","-0.5","control","746","746","1","2","1","4",NA,NA,"1",NA,"41781","1","3","2","4","1.6",NA,NA,NA
"G","3","75","0.5","remove","747","747","1","3","2","6",NA,NA,"1",NA,"41781","1","3","2","6","2.2",NA,NA,NA
"G","3","85","-0.5","remove","748","748","1","2","1","4",NA,NA,"0","dry no lvs","41781","3",NA,NA,NA,NA,NA,NA,NA
"G","3","85","0.5","control","749","749","1","1","1","4",NA,NA,"1",NA,"41781","1","1","1","4","1.7",NA,NA,NA
"G","3","95","-0.5","control","750","750","3","1","1","4",NA,NA,"0","dry gray","41781","0",NA,NA,NA,NA,NA,NA,NA
"G","3","95","0.5","remove","751","751","3","1","1","2",NA,NA,"0","browsed","41781","3",NA,NA,NA,NA,NA,NA,NA
"H","3","5","-0.5","control","752","752","1","4","3","5",NA,NA,"1",NA,"41781","1","4","2","6","2.1",NA,NA,NA
"H","3","5","0.5","remove","753","753","1","1","1","2",NA,"Eaten","1","healthy! ","41781","1","5","4","5","2.4",NA,NA,NA
"H","3","35","-0.5","control","758","758","1","3","2","4",NA,NA,"0","dry gray","41781","1","1","1","4","1.5",NA,"barely alive",NA
"H","3","35","0.5","remove","759","555","1",NA,NA,NA,NA,"Eaten","1","resprouting back to life, changed tag to 555","41781","1","2","2","3","2.1",NA,NA,NA
"H","3","45","0.5","control","761","761","1","3","3","7",NA,NA,"1",NA,"41781","1","4","3","7","2.5",NA,NA,NA
"H","3","55","-0.5","remove","762","762","1","1","1","3",NA,NA,"1",NA,"41781","1","2","2","4","2",NA,NA,NA
"H","3","65","-0.5","remove","764","764","1","2","1","4",NA,NA,"0","dry gray","41781","0",NA,NA,NA,NA,NA,NA,NA
"H","3","65","0.5","control","765","765","1","4","3","5",NA,NA,"1",NA,"41781","1","4","3","6","2",NA,NA,NA
"H","3","85","-0.5","control","768","768","1","3","2","6",NA,NA,"1",NA,"41781","1","3","3","6","1.5",NA,NA,NA
"H","3","85","0.5","remove","769","769","1","3","2","7",NA,NA,"1",NA,"41781","1","5","3","8","2.6",NA,NA,NA
"H","3","95","-0.5","control","770","770","3","1","3","4",NA,NA,"0",NA,"41781","0",NA,NA,NA,NA,NA,NA,NA
"H","3","95","0.5","remove","771","771","3","1","1","4",NA,"Eaten","0","new seedling coming up from base of old plant! ","41781","0",NA,NA,NA,NA,NA,NA,NA
"H","3","95","0.5","remove","1087","771",NA,NA,NA,NA,NA,NA,"1",NA,"41781","1",NA,NA,NA,NA,NA,"one leaf seedling still alive",NA
"L","5","5","0.5","remove","773","773","1","2","2","5",NA,NA,"0","dry gray","41780","0",NA,NA,NA,NA,NA,NA,NA
"L","5","15","0.5","control","775","775","1","2","1","6",NA,NA,"1",NA,"41780","1","2","1","7","1.6",NA,NA,NA
"L","5","25","-0.5","control","776","776","1","3","2","5",NA,NA,"1",NA,"41780","1","3","3","5","1.9",NA,NA,NA
"L","5","25","0.5","remove","777","777","1","3","2","6",NA,NA,"1",NA,"41780","1","5","4","7","2.2",NA,NA,NA
"L","5","35","-0.5","remove","778","778","1","1","1","4",NA,NA,"1",NA,"41780","1","4","2","5","1.9",NA,NA,NA
"L","5","35","0.5","control","779","779","1","3","2","5",NA,NA,"1",NA,"41780","1","3","4","6","2.7",NA,NA,NA
"L","5","45","-0.5","remove","780","780","1","1","1","4",NA,NA,"1",NA,"41780","1","3","2","6","1.9",NA,NA,NA
"L","5","45","0.5","control","781","781","1","3","2","5",NA,NA,"1",NA,"41780","1","5","4","5","2.1",NA,NA,NA
"L","5","55","-0.5","control","782","782","1","3","4","6",NA,NA,"1",NA,"41780","1","5","3","6","3",NA,NA,NA
"L","5","55","0.5","remove","783","783","1","4","3","6",NA,NA,"1",NA,"41780","1","5","4","6","2.3",NA,NA,NA
"L","5","65","-0.5","remove","784","784","1","2","2","4",NA,NA,"1",NA,"41780","1","5","3","6","2.4",NA,NA,NA
"L","5","65","0.5","control","785","785","1","3","3","5",NA,NA,"1",NA,"41780","1","3","3","5","1.7",NA,NA,NA
"L","5","75","-0.5","control","786","786","1","3","2","7",NA,NA,"1",NA,"41780","1","3","3","8","1.9",NA,NA,NA
"L","5","75","0.5","remove","787","787","1","3","2","6",NA,NA,"1",NA,"41780","1","6","5","7","2.5",NA,NA,NA
"L","5","85","-0.5","remove","788","788","1","2","2","4",NA,NA,"1",NA,"41780","1","4","3","6","1.9",NA,NA,NA
"L","5","85","0.5","control","789","789","1","4","3","4",NA,NA,"1",NA,"41780","1","4","4","7","2.2",NA,NA,NA
"L","5","95","-0.5","remove","790","790","1","1","1","4",NA,NA,"0","dry no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"L","5","95","0.5","control","791","791","1","3","3","4",NA,NA,"1",NA,"41780","1","4","3","6","2.1",NA,NA,NA
"C","3","25","-0.5","remove","796","796","1","1","1","3",NA,NA,"0","dry no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"C","3","35","0.5","control","799","799","1","2","3","5",NA,NA,"0","dry gray","41780","3",NA,NA,NA,NA,NA,"probably dead",NA
"C","3","45","0.5","control","801","801","1","2","2","4",NA,NA,"1",NA,"41780","1","2","3","5","2.2",NA,NA,NA
"C","3","55","-0.5","control","802","802","3","1","1","3",NA,NA,"0","no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"C","3","55","0.5","remove","803","803","1","2","1","4",NA,NA,"1",NA,"41780","1","5","3","6","2.5",NA,NA,NA
"C","3","65","-0.5","remove","804","804","1","3","3","2",NA,NA,"0",NA,"41780","0",NA,NA,NA,NA,NA,"no lvs",NA
"C","3","65","0.5","control","805","805","1","4","3","5",NA,NA,"0","no lvs","41780","1","4","4","6","2.9",NA,NA,NA
"C","3","75","-0.5","control","806","806","1","4","2","4",NA,NA,"1",NA,"41780","1","5","3","3","2",NA,NA,NA
"C","3","75","0.5","remove","807","807","1","2","1","6",NA,NA,"1",NA,"41780","1","6","3","8","2.8",NA,NA,NA
"C","3","84","-0.5","remove","808","808","1","2","1","5",NA,NA,"0","no lvs","41780","0",NA,NA,NA,NA,NA,NA,NA
"C","3","95","0.5","remove","811","811","1","3","3","8",NA,NA,"1","healthy! ","41780","1","7","5","8","3.1",NA,NA,NA
"I","4","25","-0.5","control","816","816","3","1","1","3",NA,NA,"0","no lvs","41779","0",NA,NA,NA,NA,NA,NA,NA
"I","4","45","-0.5","control","820","820","1","3","2","7",NA,NA,"0",NA,"41779","3",NA,NA,NA,NA,NA,NA,NA
"I","4","45","0.5","remove","821","821","1","2","2","6",NA,NA,"0",NA,"41779","0",NA,NA,NA,NA,NA,NA,NA
"I","4","55","-0.5","control","822","822","1","3","1","6",NA,"drying out","0","dry","41779","3",NA,NA,NA,NA,NA,NA,NA
"I","4","55","0.5","remove","823","823","1","2","2","5",NA,NA,"0","dry no lvs","41779","3",NA,NA,NA,NA,NA,NA,NA
"I","4","74","0.5","control","827","827","3","1","3","4",NA,NA,"0",NA,"41779","0",NA,NA,NA,NA,NA,NA,NA
"I","4","85","0.5","control","829","829","3","2","1","4",NA,NA,"0",NA,"41779","0",NA,NA,NA,NA,NA,NA,NA
"B","1","3.6","0",NA,"832","107","1","3","2","4",NA,NA,"1",NA,"41778","1","4","5","6","2.5",NA,"Transect correction, assuming same plant as fall 2013",NA
"B","2","11.2","-0.7",NA,"833","109","1","3","3","4",NA,NA,"1","yellow tipped lvs. ","41778","1","4","3","4","1.9",NA,"assuming the same plant as in fall 2013",NA
"B","2","63.6","0.2","control","834","114","1","1","1","3",NA,NA,"1",NA,"41778","1","2","2","3","1.9",NA,NA,NA
"I","1","99","0.1","remove","836","190","1","3","3","3",NA,NA,"1",NA,"41779","1","7","7","6","3.7",NA,NA,NA
"I","1","88.3","0","control","837","195","1","5","5","9",NA,NA,"1",NA,"41779","1","6","5","10","3.1",NA,NA,NA
"C","1","6.2","-0.5","control","838","1","1","1","1","2",NA,NA,"0","dry gray","41780","3",NA,NA,NA,NA,NA,NA,NA
"C","1","6.2","-2","remove","839","2","1","3","2","4",NA,NA,"1","healthy! ","41780","1","6","5","7","3",NA,NA,NA
"C","1","9.8","-1","control","840","9","1","3","1","3",NA,NA,"1",NA,"41780","1","3","2","3","2.1",NA,NA,NA
"C","1","57.6","2.5","remove","841","18","1","2","2","3",NA,NA,"1",NA,"41780","1","4","3","4","2.4",NA,NA,NA
"C","1","75.8","2","control","842","24","1","3","4","7",NA,NA,"1",NA,"41780","1","5","5","7","3",NA,NA,NA
"C","1","84.1","2.5",NA,"843","28","1","2","2","3",NA,NA,"1","no trtment","41780","1","3","3","4","2",NA,"assuming the same plant as in fall 2013",NA
"H","5","76.4","-1","remove","844","257","1","2","1","6",NA,NA,"0","dry gray","41781","0",NA,NA,NA,NA,NA,"left tag",NA
"H","1","42","-2.7","remove","845","232","1","2","2","3",NA,"chewed on","3","browsed but still flxble","41780","0",NA,NA,NA,NA,NA,"left tag",NA
"H","1","47.1","-0.5","remove","846","235","3","1","1","3",NA,NA,"0","gone","41780","0",NA,NA,NA,NA,NA,"left tag",NA
"H","1","61.3","-1.5","remove","847","237","1","2","2","5",NA,"chewed on","0","dry no lvs","41780","0",NA,NA,NA,NA,NA,"left tag",NA
"H","1","65","-1","control","848","242","1","3","3","8",NA,NA,"3","browsed but still flxble","41780","0",NA,NA,NA,NA,NA,"left tag",NA
"G","4","83","-3.3","control","849","69","1","5","3","6",NA,NA,"1","browsed one leaf left","41781","1","1","1","3","2.9",NA,NA,NA
"G","4","73","1.1","control","850","71","1","6","6","8",NA,NA,"1",NA,"41781","1","7","7","8","3.2",NA,NA,NA
"G","4","49.1","-0.2","remove","852","73","1","5","4","7",NA,NA,"1",NA,"41781","1","6","5","8","3.4",NA,NA,NA
"G","4","5.4","2.7","control","853","74","1","3","5","6",NA,NA,"1",NA,"41781","1","5","5","6",NA,NA,NA,NA
"G","4","15.4","-2.2","control","854","77","1","4","3","8",NA,"stepped on","1","good","41781","1","5","3","6","2.8",NA,NA,NA
"M","4","23","0",NA,"860","76","1","3","2","6","2.5","41774","3","browsed","41782","0",NA,NA,NA,NA,NA,"left tag",NA
"M","4","53","0",NA,"866","100","1","3","3","5","2.5","41774","1","resprouting ","41782","1","2","1","3","2.6",NA,NA,NA
"A","2","64.3","-1.2",NA,"1055","98",NA,NA,NA,NA,NA,NA,NA,NA,"41779","1","1","1","2","0.9",NA,"2 neighbors nearby w/in 10 cm",NA
"A","2","55.1","3",NA,"1056","106",NA,NA,NA,NA,NA,NA,NA,NA,"41779","1","2","2","3","2.3",NA,"resprouting",NA
"K","3","10","-1",NA,"1057","508",NA,NA,NA,NA,NA,NA,NA,NA,"41779","1","2","2","4","1.4",NA,NA,NA
